Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank Round 1,Closing Rank Round 1,Closing Rank Round 2,Closing Rank Round 3,Closing Rank Round 4,Closing Rank Round 5,Closing Rank Round 6
"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,552,552,710,710,710,710,710
"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1565,4012,4611,4611,4611,4611,4626
"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5903,5903,7416,7416,7416,7416,7416
"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1489,1732,1900,1900,1900,1900,1999
"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2504,2504,2504,2504,2504,2504,2504
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,27230,37486,42238,43597,43906,43906,45351
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),38994,40903,45362,45362,45362,45362,45362
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6234,6337,7379,7387,7387,7387,7442
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),8110,8110,8110,8110,8110,8147,9606
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,10785,13235,15385,16652,16664,16664,17068
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),16835,16835,20242,20242,20242,20242,20242
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,6899,7046,8325,8325,8325,8325,8325
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),9447,9447,9447,9447,9447,9447,9447
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,27925,34701,37666,39416,39416,39416,42295
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),39984,41021,45067,45565,45565,45565,47874
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,2189,2189,2543,2543,2543,2543,2543
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5569,5680,6246,6698,6698,6698,7368
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7130,7130,7876,7876,7876,7876,9293
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10791,12093,13778,13778,13778,13886,14139
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15479,16451,18721,19387,19387,19387,19387
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4676,5876,7399,7399,7441,7441,7441
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6969,6969,10481,10481,10481,10481,10481
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1755,1755,2509,2509,2509,2509,2509
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),3723,3723,4332,4332,4332,4332,4332
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,97608,198728,229695,229695,229695,229695,229695
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),147975,147975,147975,147975,147975,147975,147975
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,65980,95944,141598,141598,141598,141598,141598
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),137776,137776,152013,152013,152013,152013,152013
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3456,6885,15971,16657,16657,16657,16657
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),6277,23611,31007,31007,31007,31007,31007
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,43363,46391,50698,53900,54774,55734,56593
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),49187,50187,56982,61087,63404,63404,64760
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7470,7652,8492,8906,9004,9313,9547
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,13392,14337,16150,16888,17106,17106,18483
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),18976,18976,21194,21747,21819,21819,23174
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6707,6736,8083,8141,8141,8141,8412
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2303,2303,2974,2974,2974,2974,2974
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,43239,183168,277991,302425,302425,302425,302425
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),301315,364827,364827,364827,364827,364827,364827
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,90340,108469,158315,168703,168882,168882,168882
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),130294,130294,169183,169183,169183,169183,169183
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,15367,15367,19430,24737,26450,26450,26450
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3468,8170,21721,21721,21721,21721,21721
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),7793,10584,10584,10584,10584,10584,10584
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,16628,21895,23850,25831,25831,26719,29644
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),29792,30830,38474,38474,38474,38680,44910
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,679,679,696,696,696,696,696
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3312,3737,4265,4265,4265,4523,4857
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5402,5402,6091,6091,6091,6512,7382
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6170,7870,9434,9690,9690,9690,9876
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),10777,12517,16923,17359,17359,17359,17359
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2406,3706,3933,3933,3933,3933,4041
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),4914,4914,6063,6063,6063,6063,6063
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1191,1476,1688,1819,1819,1819,1819
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,101231,185948,185948,185948,185948,185948,185948
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),407152,407152,407152,407152,407152,407152,407152
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,80226,91384,91384,91384,91384,91384,91384
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,19196,19196,19196,19196,19196,19196,19196
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,13289,15829,36013,13877,13877,13877,13877
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),18074,24633,18074,18074,18074,18074,18074
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,25487,36994,42766,44046,44190,44190,47765
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),43487,45196,49356,52362,52362,52362,53672
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5972,6281,6990,7122,7122,7122,8077
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10237,11488,13948,14286,14315,14315,14362
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16406,16406,18670,18919,18919,18919,18919
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5218,5576,6775,6775,6775,7119,7119
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9049,9049,9839,10434,10434,10434,10434
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2445,2445,2575,2575,2575,2575,2824
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,277991,344812,404228,419243,431026,431026,431026
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),404570,457182,490111,550540,569739,741734,749669
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,125493,137101,164499,168882,201205,201205,238881
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,26311,30243,32765,33026,33026,33026,37030
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),38601,40614,41414,46765,46765,46765,49005
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5003,5022,5211,5631,5777,5777,6517
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,8318,9455,11056,11056,11056,11056,11056
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15147,15147,15613,15613,17835,17835,18496
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,430,430,1034,1125,1125,1125,1125
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3891,4186,5343,5343,5343,5495,5495
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6754,6754,8454,8454,8454,8454,8454
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2189,2236,2293,2293,2293,2293,2293
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,229695,354830,446958,478327,506332,581470,606712
